Cluster,Customer Key,Avg_Credit_Limit,Total_Credit_Cards,Total_visits_bank,Total_visits_online,Total_calls_made,PCA1,PCA2
0,35299.19534883721,30618.60465116279,5.446511627906977,3.4558139534883723,1.027906976744186,2.0604651162790697,0.5531715616896709,-0.9273247955713614
1,79136.87209302325,37651.16279069767,5.593023255813954,3.5232558139534884,0.9418604651162791,1.936046511627907,0.7530143602370398,-0.8176340251344767
2,55412.76233183857,12143.497757847534,2.403587443946188,0.9282511210762332,3.5515695067264574,6.883408071748879,-1.7868651275283118,0.7352726585386795
3,56708.76,141040.0,8.74,0.6,10.9,1.08,3.000411354295268,3.520841610336941
